team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Sacramento State,Hornets,1dc13b18-f9b3-4bb9-b1cf-979fcd8c2b6f,29,5850.0,754,1694,1212,602,5850.0,0.497,152,482,0.315,19,392,569,0.689,264,667,931,404,374,1.08,227,98,538,5,2052,196,0,483,290,0,1,1030,2221,1944.36,0.528,6.76,16.66,10.0,201.7,70.8,9.1,23.0,32.1,13.9,7.83,3.38,12.9,18.55,0.0,0.66,26.0,58.41,5.24,16.62,13.52,19.62,20.76,41.79,35.52,76.59,67.05
Weber State,Wildcats,4743cb7c-784a-4b95-a380-5471f92f2217,31,6250.0,877,1824,1178,639,6250.0,0.542,238,646,0.368,6,495,663,0.747,190,862,1052,364,364,1.0,165,128,570,6,2487,196,1,431,252,0,0,1010,2717,2115.72,0.588,6.32,13.9,8.13,201.6,80.2,6.13,27.81,33.94,11.7,5.32,4.13,11.74,18.39,0.03,0.19,28.29,58.84,7.68,20.84,15.97,21.39,20.61,38.0,32.58,87.65,68.25
Eastern Washington,Eagles,54df21af-8f65-42fc-bc01-8bf750856d70,31,6300.0,793,1868,1051,508,6300.0,0.483,285,817,0.349,26,360,496,0.726,228,778,1006,430,366,1.17,179,91,583,1,2231,169,0,386,239,0,2,877,2360,2086.24,0.535,5.45,12.45,7.71,203.2,72.0,7.35,25.1,32.45,13.9,5.77,2.94,11.81,18.81,0.0,0.84,25.58,60.26,9.19,26.35,11.61,16.0,16.39,33.9,28.29,76.13,67.3
Idaho State,Bengals,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,29,5800.0,751,1685,956,485,5800.0,0.507,266,729,0.365,19,350,476,0.735,232,636,868,369,348,1.06,144,85,474,7,2118,150,0,335,299,0,3,814,2176,1894.44,0.559,5.17,11.55,10.31,200.0,73.0,8.0,21.93,29.93,12.7,4.97,2.93,12.0,16.34,0.0,0.66,25.9,58.1,9.17,25.14,12.07,16.41,16.72,32.97,28.07,75.03,65.33
Portland State,Vikings,79965018-7f6f-4273-9eef-65c99b592b01,31,6250.0,832,1947,1201,598,6250.0,0.498,234,746,0.314,29,506,722,0.701,404,704,1108,426,431,0.99,260,121,657,5,2404,234,0,508,482,0,2,1010,2557,2264.68,0.531,7.55,16.39,15.55,201.6,77.5,13.03,22.71,35.74,13.7,8.39,3.9,13.9,21.19,0.0,0.94,26.84,62.81,7.55,24.06,16.32,23.29,19.29,38.74,32.58,82.48,73.05
Northern Colorado,Bears,7e42fa84-68cd-47a6-b49a-18b5414d8084,31,6275.0,828,1781,966,530,6275.0,0.549,298,815,0.366,11,432,608,0.711,255,756,1011,411,378,1.09,168,91,518,3,2386,110,0,482,313,0,0,942,2560,2048.52,0.582,3.55,15.55,10.1,202.4,77.0,8.23,24.39,32.61,13.3,5.42,2.94,12.19,16.71,0.0,0.35,26.71,57.45,9.61,26.29,13.94,19.61,17.1,31.16,30.39,82.58,66.08
Montana State,Bobcats,bec40585-b587-4548-93f5-b7c00b046aea,30,6000.0,804,1773,1015,525,6000.0,0.517,279,758,0.368,14,456,620,0.735,241,692,933,453,375,1.21,163,45,530,2,2343,108,0,405,308,0,3,842,2429,2045.8,0.573,3.6,13.5,10.27,200.0,78.1,8.03,23.07,31.1,15.1,5.43,1.5,12.5,17.67,0.0,0.47,26.8,59.1,9.3,25.27,15.2,20.67,17.5,33.83,28.07,80.97,68.19
Southern Utah,Thunderbirds,c7116621-45ed-4ab1-9ad9-dee524120569,29,5875.0,760,1720,1025,529,5875.0,0.516,231,695,0.332,18,437,622,0.703,217,759,976,364,393,0.93,172,99,607,15,2188,163,1,409,274,0,2,895,2261,1993.68,0.549,5.62,14.1,9.45,202.6,75.4,7.48,26.17,33.66,12.6,5.93,3.41,13.55,20.93,0.03,0.62,26.21,59.31,7.97,23.97,15.07,21.45,18.24,35.34,30.86,77.97,68.75
Montana,Grizzlies,e3848467-66c0-41e5-8283-02e3586d8601,31,6225.0,866,1746,1076,611,6225.0,0.568,255,670,0.381,6,398,580,0.686,218,724,942,452,375,1.21,203,91,585,9,2385,140,0,483,277,0,1,1030,2636,2001.2,0.596,4.52,15.58,8.94,200.8,76.9,7.03,23.35,30.39,14.6,6.55,2.94,12.1,18.87,0.0,0.19,27.94,56.32,8.23,21.61,12.84,18.71,19.71,34.71,33.23,85.03,64.55
Idaho,Vandals,ec6185b7-4e0c-4eb8-99ef-f3a4dccf6b91,31,6225.0,754,1710,1051,510,6225.0,0.485,244,659,0.37,12,351,489,0.718,206,727,933,389,422,0.92,124,52,567,1,2103,159,1,269,250,0,0,784,2085,1925.16,0.546,5.13,8.68,8.06,200.8,67.8,6.65,23.45,30.1,12.5,4.0,1.68,13.61,18.29,0.03,0.39,24.32,55.16,7.87,21.26,11.32,15.77,16.45,33.9,25.29,67.26,62.1
UCF,Knights,054c3e85-0552-4549-b123-7e84af6e7b6c,30,6025.0,746,1599,1023,541,6025.0,0.529,205,576,0.356,82,484,748,0.647,241,744,985,404,349,1.16,172,133,504,6,2181,363,7,411,323,0,9,898,2409,1928.12,0.566,12.1,13.7,10.77,200.8,72.7,8.03,24.8,32.83,13.5,5.73,4.43,11.63,16.8,0.23,2.73,24.87,53.3,6.83,19.2,16.13,24.93,18.03,34.1,29.93,80.3,64.27
Memphis,Tigers,1551b3a0-6d10-4ffa-8dfa-73b56f004553,31,6250.0,889,1939,1241,660,6250.0,0.532,229,698,0.328,137,514,729,0.705,326,744,1070,484,475,1.02,249,121,649,10,2521,498,5,574,373,0,19,1170,2705,2259.76,0.558,16.06,18.52,12.03,201.6,81.3,10.52,24.0,34.52,15.6,8.03,3.9,15.32,20.94,0.16,4.42,28.68,62.55,7.39,22.52,16.58,23.52,21.29,40.03,37.74,87.26,72.9
Houston,Cougars,1f99a164-d593-4d81-85d5-0d7889d6f486,31,6200.0,830,1842,1046,540,6200.0,0.516,290,796,0.364,60,419,589,0.711,331,810,1141,469,360,1.3,204,136,585,10,2369,434,2,491,375,0,11,882,2777,2101.16,0.564,14.0,15.84,12.1,200.0,76.4,10.68,26.13,36.81,15.1,6.58,4.39,11.61,18.87,0.06,1.94,26.77,59.42,9.35,25.68,13.52,19.0,17.42,33.74,28.45,89.58,67.78
Tulsa,Golden Hurricane,2959bd24-7007-41ae-a3a3-abdf26888cfc,31,6250.0,752,1666,1047,538,6250.0,0.514,214,619,0.346,88,513,739,0.694,193,775,968,409,394,1.04,171,73,514,9,2231,186,2,385,257,1,7,920,2318,1991.16,0.56,6.0,12.42,8.29,201.6,72.0,6.23,25.0,31.23,13.2,5.52,2.35,12.71,16.58,0.06,2.84,24.26,53.74,6.9,19.97,16.55,23.84,17.35,33.77,29.68,74.77,64.23
Tulane,Green Wave,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,30,6000.0,706,1715,1068,499,6000.0,0.467,207,647,0.32,76,395,572,0.691,231,734,965,427,457,0.93,140,108,520,7,2014,230,4,313,284,1,7,760,2011,1966.68,0.512,7.67,10.43,9.47,200.0,67.1,7.7,24.47,32.17,14.2,4.67,3.6,15.23,17.33,0.13,2.53,23.53,57.17,6.9,21.57,13.17,19.07,16.63,35.6,25.33,67.03,65.56
SMU,Mustangs,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,30,6000.0,779,1774,1043,533,6000.0,0.511,246,731,0.337,76,351,489,0.718,307,673,980,418,328,1.27,176,117,484,6,2155,349,2,377,339,0,7,874,2385,1989.16,0.542,11.63,12.57,11.3,200.0,71.8,10.23,22.43,32.67,13.9,5.87,3.9,10.93,16.13,0.07,2.53,25.97,59.13,8.2,24.37,11.7,16.3,17.77,34.77,29.13,79.5,66.31
South Florida,Bulls,55af9c69-3675-4b9b-a882-96640b782fff,31,6325.0,737,1718,1065,523,6325.0,0.491,214,653,0.328,97,551,860,0.641,364,714,1078,426,500,0.85,245,99,653,8,2239,292,3,561,435,0,15,949,2297,2096.4,0.534,9.42,18.1,14.03,204.0,72.2,11.74,23.03,34.77,13.7,7.9,3.19,16.13,21.06,0.1,3.13,23.77,55.42,6.9,21.06,17.77,27.74,16.87,34.35,30.61,74.1,67.63
Temple,Owls,8598d1b6-106b-4083-a512-2e495729525a,31,6300.0,821,1866,1160,588,6300.0,0.507,233,706,0.33,73,446,610,0.731,244,700,944,454,342,1.33,272,71,542,3,2321,424,1,557,317,0,4,968,2511,2134.4,0.544,13.68,17.97,10.23,203.2,74.9,7.87,22.58,30.45,14.6,8.77,2.29,11.03,17.48,0.03,2.35,26.48,60.19,7.52,22.77,14.39,19.68,18.97,37.42,31.23,81.0,68.85
Cincinnati,Bearcats,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,31,6250.0,766,1778,1184,561,6250.0,0.474,205,594,0.345,117,484,680,0.712,331,692,1023,423,333,1.27,199,140,507,7,2221,280,1,468,430,0,7,836,2465,2077.2,0.535,9.03,15.1,13.87,201.6,71.6,10.68,22.32,33.0,13.6,6.42,4.52,10.74,16.35,0.03,3.77,24.71,57.35,6.61,19.16,15.61,21.94,18.1,38.19,26.97,79.52,67.01
East Carolina,Pirates,a601205f-3bfe-4052-ac0b-b8f18cf3efd3,30,6075.0,729,1740,1212,578,6075.0,0.477,151,528,0.286,92,422,620,0.681,266,657,923,370,404,0.92,220,106,607,5,2031,299,5,439,303,1,13,922,2037,2012.8,0.505,9.97,14.63,10.1,202.5,67.7,8.87,21.9,30.77,12.3,7.33,3.53,13.47,20.23,0.17,3.07,24.3,58.0,5.03,17.6,14.07,20.67,19.27,40.4,30.73,67.9,67.09
Connecticut,Huskies,efba5350-79bc-47aa-a189-db177b95b491,31,6225.0,835,1859,1177,599,6225.0,0.509,236,682,0.346,99,405,590,0.686,305,672,977,399,403,0.99,193,137,612,9,2311,408,4,486,347,1,9,1036,2405,2118.6,0.545,13.16,15.68,11.19,200.8,74.5,9.84,21.68,31.52,12.9,6.23,4.42,13.0,19.74,0.13,3.19,26.94,59.97,7.61,22.0,13.06,19.03,19.32,37.97,33.42,77.58,68.34
Wichita State,Shockers,f38b58de-3273-4723-a78b-2f918e9aa2d5,30,6025.0,760,1857,1134,534,6025.0,0.471,226,723,0.313,116,371,521,0.712,307,724,1031,415,360,1.15,141,100,586,3,2117,199,3,392,380,0,8,828,2197,2086.24,0.507,6.63,13.07,12.67,200.8,70.6,10.23,24.13,34.37,13.8,4.7,3.33,12.0,19.53,0.1,3.87,25.33,61.9,7.53,24.1,12.37,17.37,17.8,37.8,27.6,73.23,69.54
Virginia Military,Keydets,227d3567-d57b-417e-afc4-735e4cb308a1,32,6450.0,843,1974,1075,520,6450.0,0.484,323,899,0.359,25,424,581,0.73,241,759,1000,442,391,1.13,217,61,541,0,2433,286,0,409,258,0,2,720,2474,2229.64,0.546,8.94,12.78,8.06,201.6,76.0,7.53,23.72,31.25,13.8,6.78,1.91,12.22,16.91,0.0,0.78,26.34,61.69,10.09,28.09,13.25,18.16,16.25,33.59,22.5,77.31,69.68
Citadel,Bulldogs,412e7f0d-fb93-4e6e-be1f-9a4c7490d121,30,6050.0,899,2010,934,529,6050.0,0.566,370,1076,0.344,16,385,523,0.736,277,733,1010,461,386,1.19,200,110,527,8,2553,323,0,484,318,0,1,1008,2699,2240.12,0.57,10.77,16.13,10.6,201.7,85.1,9.23,24.43,33.67,15.4,6.67,3.67,12.87,17.57,0.0,0.53,29.97,67.0,12.33,35.87,12.83,17.43,17.63,31.13,33.6,89.97,74.67
Chattanooga,Mocs,4c9fb59b-6cec-4b0d-bb0f-628b391d138c,32,6425.0,833,1881,1086,543,6425.0,0.5,290,795,0.365,15,312,457,0.683,231,759,990,419,407,1.03,139,79,553,2,2268,181,1,331,276,0,2,880,2295,2082.08,0.545,5.66,10.34,8.63,200.8,70.9,7.22,23.72,30.94,13.1,4.34,2.47,12.72,17.28,0.03,0.47,26.03,58.78,9.06,24.84,9.75,14.28,16.97,33.94,27.5,71.72,65.07
UNC Greensboro,Spartans,612f7f66-1de1-4d42-b842-9a508daab911,33,6625.0,920,2006,1259,660,6625.0,0.524,260,747,0.348,15,427,611,0.699,332,726,1058,426,391,1.09,293,130,580,5,2527,299,0,508,314,0,4,990,2773,2274.84,0.555,9.06,15.39,9.52,200.8,76.6,10.06,22.0,32.06,12.9,8.88,3.94,11.85,17.58,0.0,0.45,27.88,60.79,7.88,22.64,12.94,18.52,20.0,38.15,30.0,84.03,68.93
Western Carolina,Catamounts,6bff595c-32cb-4028-837c-c7de2a2107e6,32,6475.0,792,1744,944,496,6475.0,0.525,296,800,0.37,25,424,628,0.675,268,783,1051,389,576,0.68,135,53,671,2,2304,190,0,303,261,0,9,784,2200,2020.32,0.57,5.94,9.47,8.16,202.3,72.0,8.38,24.47,32.84,12.2,4.22,1.66,18.0,20.97,0.0,0.78,24.75,54.5,9.25,25.0,13.25,19.63,15.5,29.5,24.5,68.75,63.14
Wofford,Terriers,9916713f-b243-452b-93ae-a2c3ccabf68b,32,6450.0,976,1974,1123,619,6450.0,0.551,357,851,0.42,33,360,521,0.691,322,766,1088,499,345,1.45,221,97,539,3,2669,338,0,522,422,0,4,1042,3070,2203.24,0.606,10.56,16.31,13.19,201.6,83.4,10.06,23.94,34.0,15.6,6.91,3.03,10.78,16.84,0.0,1.03,30.5,61.69,11.16,26.59,11.25,16.28,19.34,35.09,32.56,95.94,68.85
Mercer,Bears,a14b0057-8eb5-43d2-a33b-666196da933e,31,6225.0,787,1746,1083,559,6225.0,0.516,228,663,0.344,15,446,648,0.688,261,688,949,394,407,0.97,207,80,557,8,2248,203,0,494,270,0,1,991,2310,2031.12,0.553,6.55,15.94,8.71,200.8,72.5,8.42,22.19,30.61,12.7,6.68,2.58,13.13,17.97,0.0,0.48,25.39,56.32,7.35,21.39,14.39,20.9,18.03,34.94,31.97,74.52,65.52
Samford,Bulldogs,c13f96ba-c79c-452f-9f63-3b45fae4e543,33,6775.0,921,1951,1264,667,6775.0,0.528,254,687,0.37,17,487,666,0.731,270,841,1111,461,463,1.0,238,127,560,5,2583,217,0,507,300,0,1,1089,2848,2244.04,0.576,6.58,15.36,9.09,205.3,78.3,8.18,25.48,33.67,14.0,7.21,3.85,14.03,16.97,0.0,0.52,27.91,59.12,7.7,20.82,14.76,20.18,20.21,38.3,33.0,86.3,68.0
Furman,Paladins,ca5318f2-48eb-4f6b-896a-966b900aa42f,32,6500.0,904,1900,992,574,6500.0,0.579,330,908,0.363,53,354,496,0.714,275,762,1037,510,401,1.27,280,135,465,4,2492,314,0,552,348,0,5,1099,2915,2118.24,0.588,9.81,17.25,10.88,203.1,77.9,8.59,23.81,32.41,15.9,8.75,4.22,12.53,14.53,0.0,1.66,28.25,59.38,10.31,28.38,11.06,15.5,17.94,31.0,34.34,91.09,66.2
East Tennessee State,Buccaneers,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e,33,6675.0,971,2001,1276,710,6675.0,0.556,261,725,0.36,14,410,616,0.666,380,853,1233,513,469,1.09,246,131,582,5,2613,310,2,585,432,1,2,1190,3031,2272.04,0.575,9.39,17.73,13.09,202.3,79.2,11.52,25.85,37.36,15.5,7.45,3.97,14.21,17.64,0.06,0.42,29.42,60.64,7.91,21.97,12.42,18.67,21.52,38.67,36.06,91.85,68.85
Oral Roberts,Golden Eagles,095417ae-62b0-4109-afc4-d92918599dd4,32,6425.0,854,1874,1140,588,6425.0,0.516,266,734,0.362,18,340,492,0.691,292,763,1055,434,445,0.98,152,107,575,4,2314,207,0,319,402,0,2,986,2445,2090.48,0.553,6.47,9.97,12.56,200.8,72.3,9.13,23.84,32.97,13.6,4.75,3.34,13.91,17.97,0.0,0.56,26.69,58.56,8.31,22.94,10.63,15.38,18.38,35.63,30.81,76.41,65.33
Purdue Fort Wayne,Mastodons,22984593-0701-4648-b8a8-f6d695238620,32,6450.0,967,2001,1079,615,6450.0,0.57,352,922,0.382,11,382,551,0.693,247,799,1046,519,379,1.37,235,149,486,3,2668,338,1,545,325,0,1,1112,3035,2243.44,0.595,10.56,17.03,10.16,201.6,83.4,7.72,24.97,32.69,16.2,7.34,4.66,11.84,15.19,0.03,0.34,30.22,62.53,11.0,28.81,11.94,17.22,19.22,33.72,34.75,94.84,70.11
Nebraska-Omaha,Mavericks,68d2aa5b-714f-4652-96f3-b71e1752413f,30,6050.0,903,1887,1208,638,6050.0,0.528,265,679,0.39,21,328,452,0.726,216,692,908,394,280,1.41,170,55,459,0,2399,218,1,443,299,0,2,986,2538,2085.88,0.575,7.27,14.77,9.97,201.7,80.0,7.2,23.07,30.27,13.1,5.67,1.83,9.33,15.3,0.03,0.7,30.1,62.9,8.83,22.63,10.93,15.07,21.27,40.27,32.87,84.6,69.53
South Dakota State,Jackrabbits,6ef40534-5fad-4755-84de-7dcbd645d1f0,32,6400.0,957,1901,1125,639,6400.0,0.568,318,776,0.41,15,484,624,0.776,202,921,1123,476,379,1.26,199,63,537,1,2716,174,0,447,280,0,3,1148,3114,2175.56,0.624,5.44,13.97,8.75,200.0,84.9,6.31,28.78,35.09,14.9,6.22,1.97,11.84,16.78,0.0,0.47,29.91,59.41,9.94,24.25,15.13,19.5,19.97,35.16,35.88,97.31,67.99
Denver,Pioneers,6f676cba-c1f9-45a4-9016-fb408fd525b1,30,6025.0,755,1723,1101,528,6025.0,0.48,227,622,0.365,13,349,460,0.759,247,739,986,354,409,0.87,142,78,506,6,2086,222,1,351,264,0,3,792,2158,1925.4,0.542,7.4,11.7,8.8,200.8,69.5,8.23,24.63,32.87,11.8,4.73,2.6,13.63,16.87,0.03,0.43,25.17,57.43,7.57,20.73,11.63,15.33,17.6,36.7,26.4,71.93,64.18
North Dakota State,Bison,984e7518-e418-45d5-9797-979b8c2085c1,31,6250.0,776,1709,898,485,6250.0,0.54,291,811,0.359,16,424,548,0.774,179,746,925,362,339,1.07,156,76,464,0,2267,113,0,335,215,0,0,827,2390,1950.12,0.581,3.65,10.81,6.94,201.6,73.1,5.77,24.06,29.84,11.7,5.03,2.45,10.94,14.97,0.0,0.52,25.03,55.13,9.39,26.16,13.68,17.68,15.65,28.97,26.68,77.1,62.91
South Dakota,Coyotes,c946b7ac-5159-4817-93c4-fc9495c6425b,30,6025.0,729,1663,998,502,6025.0,0.503,227,665,0.341,29,433,585,0.74,179,683,862,382,324,1.18,165,68,528,5,2118,160,1,405,234,0,4,824,2185,1920.4,0.551,5.33,13.5,7.8,200.8,70.6,5.97,22.77,28.73,12.7,5.5,2.27,10.8,17.6,0.03,0.97,24.3,55.43,7.57,22.17,14.43,19.5,16.73,33.27,27.47,72.83,64.01
Western Illinois,Leathernecks,cc9e5424-ab3b-41ec-b2aa-7e8a73d759c6,30,6025.0,791,1804,1194,557,6025.0,0.466,234,610,0.384,14,309,425,0.727,206,772,978,317,346,0.92,162,129,472,4,2125,92,0,331,243,0,5,838,2236,1991.0,0.534,3.07,11.03,8.1,200.8,70.8,6.87,25.73,32.6,10.6,5.4,4.3,11.53,15.73,0.0,0.47,26.37,60.13,7.8,20.33,10.3,14.17,18.57,39.8,27.93,74.53,66.37
North Dakota,Fighting Hawks,de8fc8a7-253f-4597-8a48-a0104ef226ae,30,6000.0,822,1771,1124,581,6000.0,0.517,241,647,0.372,13,335,482,0.695,201,735,936,398,380,1.05,171,87,485,1,2220,162,0,411,262,0,0,901,2336,1983.08,0.56,5.4,13.7,8.73,200.0,74.0,6.7,24.5,31.2,13.3,5.7,2.9,12.67,16.17,0.0,0.43,27.4,59.03,8.03,21.57,11.17,16.07,19.37,37.47,30.03,77.87,66.1
Long Beach State,49ers,11a617d5-af03-4cce-bc8a-51114d9e41fe,32,6475.0,828,1918,1317,618,6475.0,0.469,210,601,0.349,46,544,787,0.691,299,785,1084,386,456,0.85,200,100,589,8,2410,184,3,476,335,1,3,991,2391,2264.28,0.532,5.75,14.88,10.47,202.3,75.3,9.34,24.53,33.88,12.1,6.25,3.13,14.25,18.41,0.09,1.44,25.88,59.94,6.56,18.78,17.0,24.59,19.31,41.16,30.97,74.72,70.76
UC Irvine,Anteaters,39d00ef7-320d-47cf-a2fa-859bc24d16b4,32,6500.0,859,1888,1276,640,6500.0,0.502,219,612,0.358,18,384,560,0.686,329,866,1195,426,383,1.11,179,138,605,7,2321,325,0,397,412,0,5,1052,2671,2134.4,0.544,10.16,12.41,12.88,203.1,72.5,10.28,27.06,37.34,13.3,5.59,4.31,11.97,18.91,0.0,0.56,26.84,59.0,6.84,19.13,12.0,17.5,20.0,39.88,32.88,83.47,66.7
UC Santa Barbara,Gauchos,3b6293f3-03db-46d2-8793-248963c2d83b,30,6050.0,782,1711,1148,590,6050.0,0.514,192,563,0.341,6,465,651,0.714,314,737,1051,416,334,1.25,151,98,527,1,2221,144,0,395,349,0,1,980,2488,1997.44,0.556,4.8,13.17,11.63,201.7,74.0,10.47,24.57,35.03,13.9,5.03,3.27,11.13,17.57,0.0,0.2,26.07,57.03,6.4,18.77,15.5,21.7,19.67,38.27,32.67,82.93,66.58
Cal Poly,Mustangs,45439cdb-af7a-4743-936c-dccc76b30877,29,5925.0,706,1715,1028,481,5925.0,0.468,225,687,0.328,12,293,452,0.648,232,635,867,301,334,0.9,147,99,544,3,1928,107,2,313,255,0,0,786,1840,1913.88,0.504,3.69,10.79,8.79,204.3,66.5,8.0,21.9,29.9,10.4,5.07,3.41,11.52,18.76,0.07,0.41,24.34,59.14,7.76,23.69,10.1,15.59,16.59,35.45,27.1,63.45,66.0
UC Riverside,Highlanders,6b170a32-8445-4cb1-8638-724996c3094b,32,6425.0,776,1734,1011,502,6425.0,0.497,274,723,0.379,8,283,410,0.69,239,690,929,418,413,1.01,161,56,553,1,2109,94,0,351,264,0,0,791,2175,1914.4,0.551,2.94,10.97,8.25,200.8,65.9,7.47,21.56,29.03,13.1,5.03,1.75,12.91,17.28,0.0,0.25,24.25,54.19,8.56,22.59,8.84,12.81,15.69,31.59,24.72,67.97,59.83
UC Davis,Aggies,8aaad1c0-d16e-4b9f-8541-dac670addd71,30,6075.0,703,1610,1005,503,6075.0,0.5,200,605,0.331,17,361,504,0.716,177,646,823,364,398,0.91,190,65,575,7,1967,186,0,457,210,0,5,892,1961,1831.76,0.537,6.2,15.23,7.0,202.5,65.6,5.9,21.53,27.43,12.1,6.33,2.17,13.27,19.17,0.0,0.57,23.43,53.67,6.67,20.17,12.03,16.8,16.77,33.5,29.73,65.37,61.06
Cal State Fullerton,Titans,c009914b-3303-4dee-b915-978aa48a31d0,30,6100.0,780,1706,1182,610,6100.0,0.516,170,524,0.324,26,446,638,0.699,211,790,1001,379,399,0.95,175,98,566,10,2176,276,1,381,240,0,8,1052,2312,1986.72,0.548,9.2,12.7,8.0,203.3,72.5,7.03,26.33,33.37,12.6,5.83,3.27,13.3,18.87,0.03,0.87,26.0,56.87,5.67,17.47,14.87,21.27,20.33,39.4,35.07,77.07,66.22
Cal State Northridge,Matadors,cb732075-23a5-4e71-9037-50a7a002bdb2,32,6475.0,911,1967,1362,690,6475.0,0.507,221,605,0.365,11,406,640,0.634,280,747,1027,481,394,1.22,202,143,597,5,2449,302,0,494,376,0,1,1084,2618,2248.6,0.545,9.44,15.44,11.75,202.3,76.5,8.75,23.34,32.09,15.0,6.31,4.47,12.31,18.66,0.0,0.34,28.47,61.47,6.91,18.91,12.69,20.0,21.56,42.56,33.88,81.81,70.27
Hawaii,Warriors,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,30,6050.0,761,1684,962,502,6050.0,0.522,259,722,0.359,21,394,568,0.694,230,708,938,464,352,1.32,151,62,537,5,2175,87,0,421,266,0,1,878,2341,1933.92,0.562,2.9,14.03,8.87,201.7,72.5,7.67,23.6,31.27,15.5,5.03,2.07,11.73,17.9,0.0,0.7,25.37,56.13,8.63,24.07,13.13,18.93,16.73,32.07,29.27,78.03,64.46
UTEP,Miners,06d15d35-4955-4fdd-83d9-32d24dbd795b,29,5850.0,638,1592,971,439,5850.0,0.452,199,621,0.32,9,384,580,0.662,240,745,985,306,467,0.66,135,83,551,16,1859,156,0,349,294,0,3,685,1751,1847.2,0.503,5.38,12.03,10.14,201.7,64.1,8.28,25.69,33.97,10.6,4.66,2.86,16.1,19.0,0.0,0.31,22.0,54.9,6.86,21.41,13.24,20.0,15.14,33.48,23.62,60.38,63.7
North Texas,Mean Green,10f450ce-143b-4e46-8bfe-52c644b68b07,31,6225.0,788,1791,1010,520,6225.0,0.515,268,781,0.343,10,336,499,0.673,277,771,1048,396,410,0.97,201,76,550,3,2180,317,1,491,324,0,2,956,2325,2010.56,0.542,10.23,15.84,10.45,200.8,70.3,8.94,24.87,33.81,12.8,6.48,2.45,13.23,17.74,0.03,0.32,25.42,57.77,8.65,25.19,10.84,16.1,16.77,32.58,30.84,75.0,64.86
Middle Tennessee,Blue Raiders,3d2f0819-8f3b-4ff3-afd6-6227c469a751,31,6200.0,754,1800,1180,552,6200.0,0.468,202,620,0.326,30,370,545,0.679,320,780,1100,339,498,0.68,185,82,564,6,2080,139,0,403,380,0,1,898,2067,2039.8,0.51,4.48,13.0,12.26,200.0,67.1,10.32,25.16,35.48,10.9,5.97,2.65,16.06,18.19,0.0,0.97,24.32,58.06,6.52,20.0,11.94,17.58,17.81,38.06,28.97,66.68,65.8
Marshall,Thundering Herd,58d8baa3-7624-4b21-a47f-a23df2bf8859,31,6275.0,872,1986,1095,570,6275.0,0.521,302,891,0.339,22,446,614,0.726,239,706,945,436,388,1.12,285,142,567,12,2492,263,0,558,298,0,2,993,2630,2256.16,0.552,8.48,18.0,9.61,202.4,80.4,7.71,22.77,30.48,14.1,9.19,4.58,12.52,18.29,0.0,0.71,28.13,64.06,9.74,28.74,14.39,19.81,18.39,35.32,32.03,84.84,72.78
Southern Miss,Golden Eagles,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,30,6050.0,827,1768,1131,583,6050.0,0.515,244,637,0.383,9,285,440,0.648,232,790,1022,509,311,1.64,241,101,459,2,2183,243,1,462,256,0,1,875,2649,1961.6,0.556,8.1,15.4,8.53,201.7,72.8,7.73,26.33,34.07,17.0,8.03,3.37,10.37,15.3,0.03,0.3,27.57,58.93,8.13,21.23,9.5,14.67,19.43,37.7,29.17,88.3,65.39
UAB,Blazers,63a8fdcf-b51b-4de3-8a57-2a6e41d362ce,31,6250.0,805,1779,1158,596,6250.0,0.515,209,621,0.337,26,359,537,0.669,277,762,1039,365,357,1.02,197,72,518,10,2178,166,0,425,363,0,4,1008,2342,2015.28,0.54,5.35,13.71,11.71,201.6,70.3,8.94,24.58,33.52,11.8,6.35,2.32,11.52,16.71,0.0,0.84,25.97,57.39,6.74,20.03,11.58,17.32,19.23,37.35,32.52,75.55,65.01
